jobName	bossName	cityName	brandName	job_url	if_contact	if_continue_contact	dialogue_content	boss_content	number
电商贷业务专员	王先生	成都	重庆国昇泰企业管...	https://www.zhipin.com/job_detail/a87e45f6519f73051HJ83d-9GFJT.html?lid=aLEUXdxaglt.search.651&securityId=_RMpuRMvegcGX-n1XFcI0CvZli0dMOwd0XsoUVVVqNYKHljJSqt2h8-dq4vtuPF4TsYAR08CyBLkPJK5fCof_7pV4Oh59MdxyrxJMfBMYNntjIPC69ejL6BQwnDFIPeFbcpAbBztWSDVX9E~	1.0	0.0			
成都和议(久霖)金融专员	朱俊	成都	和议	https://www.zhipin.com/job_detail/b3f4e4b6b52423551Hx739q5F1RQ.html?lid=aLEUXdxaglt.search.681&securityId=qEURFD7KvpPEp-q1PsWp4sW8KQlNj_bkz0NN89SIHu6dm9-8q9gPQmTlSHNRMd_0n2mNAnQKrwUIIazwU_JgxndGafzOTS1hncuVF95AGsrJyZu4WSFExQISWub0Gj4Sf-336VaxCi-Ejw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n09:15\n你好 还在招人 公司位置在庆安地铁口\n11:28\n可以看看我的简历哈，合适的话电话沟通\n附件简历请求已发送\n开启虚拟电话，让老板直接联系你，不错过好机会！\n李舸.pdf\n点击预览附件简历\n请求交换电话已发送\n16:54\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历	你好 还在招人 公司位置在庆安地铁口\n	
10号发薪+信贷专员+带薪年假半个月	李志文	成都	成都神行世州商务...	https://www.zhipin.com/job_detail/1ae330d780073e901HZz2dS7E1RY.html?lid=aLEUXdxaglt.search.1271&securityId=7hs5ZGNoPKKpt-u13SRzCzqh-p9O02coBddnbR82AC90OQ2R7stUZSamE591l2mb6BTb2yrLXtZP0OaMvLAlYsrJpbb52yLg_LNivLW0WuDbIeUHUTZTnTXd-aotjPL0k2vYw2xtQE592g~~	1.0	1.0	李舸，你好\n昨天 08:41\n公司属于金融行业，提供实时精准客户，我们薪资是底薪4000+高提成，一般新人前两三个月平均薪资都在6K-9k左右，公司氛围也不错，基本上是00后和95后，有活力，处于一个快速发展阶段，咱们有没有兴趣了解一下呢\n昨天 10:53\n你好~\n我们是和银行合作的，公司提供银行有授信额度的实时客户，咱们电话邀约符合进件要求的客户到公司的帮忙进件的\n我们属于金融行业的，整体收入是比较可观的，咱们有没有意向深入了解下这个行业呢？\n昨天 11:26\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n我们是和银行合作的，公司提供银行有授信额度的实时客户，咱们电话邀约符合要求的客户到公司面谈签单得\n咱们看下工作内容能不能接受讷/\n请求交换电话已发送\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n微信吧\n在处理客户\n咱们是有什么需要详细了解得嘛？	李舸，你好\n公司属于金融行业，提供实时精准客户，我们薪资是底薪4000+高提成，一般新人前两三个月平均薪资都在6K-9k左右，公司氛围也不错，基本上是00后和95后，有活力，处于一个快速发展阶段，咱们有没有兴趣了解一下呢\n我们是和银行合作的，公司提供银行有授信额度的实时客户，咱们电话邀约符合进件要求的客户到公司的帮忙进件的\n我们属于金融行业的，整体收入是比较可观的，咱们有没有意向深入了解下这个行业呢？\n我们是和银行合作的，公司提供银行有授信额度的实时客户，咱们电话邀约符合要求的客户到公司面谈签单得\n咱们看下工作内容能不能接受讷/\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n微信吧\n在处理客户\n咱们是有什么需要详细了解得嘛？\n	
银行/贷款专员高额无责+高提成！	卢先生	成都	四川纵金魔方商务...	https://www.zhipin.com/job_detail/de95f4f3ad1f72a21Hx_3NW6GVNV.html?lid=aLEUXdxaglt.search.1281&securityId=75zYdBz0wEUwN-W1y1lPU6v8HVVORNGJmlB6L3hpXTG8y9InPzfLJ9e-oo879FuH2njOEBMXWdBlhNGdwaXEgW2P_7HId16fgxWzrtcu_shT8BrT5uzCUvI2I7u6vBR325RAsuADalVgDBk~	1.0	1.0		[挥手] 你好啊，可以聊一聊~\n	
信贷金融产品经理	杨雨婷	成都	盛亿融	https://www.zhipin.com/job_detail/61604d82d4f380f21Hx62d6_GFpZ.html?lid=aLEUXdxaglt.search.1291&securityId=BEhngOJpmlfk3-U1DLoH7lhWoVjWL0c3BRI7wy8MvHr6J09xiI0Tc13bRHGjV7jXWsuEnV9_wNfbDk0fc2RSJnwXfg063ayKT0z8oFN1AKVvXnAUOL2TpqnhwOvIzFHv7_9fz-LvLhnfFSc~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n11:00\n您好！和您讲一下该岗位的相关内容：\n1.工作内容：公司是做银行贷款的，客户都是由公司提供（行业精准客户，不打白名单）我们初步审核客户资质，资质通过后邀约公司面谈、签约，持续跟进客户后续手续的办理；\n2.薪资待遇：试用期无责任底薪6000（500全勤+300话补）+提成9%-24%，转正后无责3000+提成15%-40%＋高额奖金综合薪资2w+\n3.工作时间：8：30-18：00 ，单休星期六，节假日正常休息\n这是我们的一个工作内容和薪资待遇，您之前有没有接触过这个行业呢？\n11:29\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n19158801090\n杨雨婷的手机号\n19158801090\n复制手机号\n工作内容和薪资待遇方面还有什么问题吗？	\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n您好！和您讲一下该岗位的相关内容：\n1.工作内容：公司是做银行贷款的，客户都是由公司提供（行业精准客户，不打白名单）我们初步审核客户资质，资质通过后邀约公司面谈、签约，持续跟进客户后续手续的办理；\n2.薪资待遇：试用期无责任底薪6000（500全勤+300话补）+提成9%-24%，转正后无责3000+提成15%-40%＋高额奖金综合薪资2w+\n3.工作时间：8：30-18：00 ，单休星期六，节假日正常休息\n这是我们的一个工作内容和薪资待遇，您之前有没有接触过这个行业呢？\n工作内容和薪资待遇方面还有什么问题吗？\n	19158801090.0
金融信贷专员	陈女士	成都	恒越鑫垚	https://www.zhipin.com/job_detail/da56840e140a51731HJ83d28ElRQ.html?lid=aLEUXdxaglt.search.1301&securityId=rF2wnUve8qFIw-i1aKGe3FI4FWZE55HCBEDpmriWZHrPQosHx0rufOpR7i2yqv5LfmtI7s_VtLahOT_mi2-DmP_hmQHmM-azeDH6-W0gK0OYkjWHOw6BMPkUtmI-aRF2WShVWEARzv49WB4~	2.0	0.0			
信贷顾问（六险一金+双休+日资福利）	李艳	成都	普罗米斯	https://www.zhipin.com/job_detail/94db6297c071656b1nR93t6_ElFU.html?lid=aLEUXdxaglt.search.1311&securityId=445M9PsnMDZBS-11IdLiier38_zy1GEIQLvq_7i_xSeoT9dajuhr5WVeCKZWtv1NoF10C0y9DVPeH2dvby23hMx6uKcKyubFQomAZSGWVFM3AxkTAlCs-a5zIUhtSI774Zx7s1QEpCik_Q~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n昨天 16:27\nBoss还没查看你的消息？\n设置后Boss上线优先查看你的消息\n1312万求职者使用后得到反馈\n设置优先提醒Boss\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n昨天 17:36\n您好，感谢您对我司的信赖。请问您想咨询这个岗位的什么内容？	您好，感谢您对我司的信赖。请问您想咨询这个岗位的什么内容？\n	
信贷专员	王婷	成都	和悦生	https://www.zhipin.com/job_detail/e53f0fdb4a46f5c41Hx_3N2_EVBZ.html?lid=aLEUXdxaglt.search.1331&securityId=m9JDh2TnqXxsj-A1pu_TiMOmycscXUl7jLkM61ZksY5EZWmAXKHa07Q7Hr_yBIkLbrYOZyuSabcFmyFRfM6Y2t-PUFNsbDRqJcqC79X5ONiCDfSeb1FMTlvkP4dxRAEEzHgktYqnGaKo1v8~	2.0	0.0			
IFS信贷权证专员/经理 双休 五险一金	张鑫	成都	战猫资本	https://www.zhipin.com/job_detail/4977eba22d504ee21Hx-09--EVdY.html?lid=aLEUXdxaglt.search.1371&securityId=bUbZTIRIaasvF-M1XWABDBpcO9cu7MGg_29jIR44yGbfX7rqErVpb7MFCXTOFQjSMZQRlLunqAQ--5h3FaprfEibp6wGGCuSR4SE8TPwB_bQXUXgOH9Bgv49OhhbFoIJA0d8_VsiDGb-F8V2xmz3b-NB81tbTh6NDIdUL6aKjRL_2T5Aog~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n[挥手] 你好啊，可以聊一聊~\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n18482294065\n张鑫的手机号\n18482294065\n复制手机号\n您已与张鑫交换电话\n老板您好，我很想跟您聊聊IFS信贷权证专员/经理 双休 五险一金职位的详细情况，已将我的电话发送给您了，方便的话可以随时电话联系我，盼回复～\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n对方已查看您的附件简历\n需要新贷权证经验\n信贷权证经验	[挥手] 你好啊，可以聊一聊~\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n需要新贷权证经验\n信贷权证经验\n	18482294065.0
金融助贷销售经理一对一带教	陈芝玉	成都	四川宏鑫鼎源企业...	https://www.zhipin.com/job_detail/973b4e6773c2c7541HNy09m1E1BY.html?lid=aLEUXdxaglt.search.1401&securityId=UV_195QOO8aZP-n1d7BLMArHQf7cHfgYcroF65rkT9dXSbC6XC7dcaMQxWqNmSYPehcm8haE8E_aKE_NBjsTjCXRiiaK761ZUmqpA-uTkCSE4-4L3umN_JP2t34OMvCMWCtOruJheO8-Y48~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n你好\n这边主要是做银行金融贷款业务，帮助客户办理银行贷款业务，个人和企业都可以。公司会提供精准的优质客户，之前有了解过吗\n昨天 11:34\n请求交换电话已发送	你好\n这边主要是做银行金融贷款业务，帮助客户办理银行贷款业务，个人和企业都可以。公司会提供精准的优质客户，之前有了解过吗\n	
诚聘贷款专员 邀约客服//w+ 下午茶轻松拿捏	肖女士	成都	联银普惠	https://www.zhipin.com/job_detail/919f4637435d55fa1Hx-3t27GFJT.html?lid=aLEUXdxaglt.search.1531&securityId=UxyRBZTHbiggQ-k1751xEKtx_Ii9ZZdJXbNcei_KGbSkGFtnGV8fOXea8sdmAqjEPE-5GVBzt3nMwenlV52WgYVmAidmcnoWRuClsv82Yv_n2UhMGOh8T121-oHBgPJJXTDzYQ2ZBAKvKVw~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n昨天 11:05\n您是否接受此工作地点?\n成都金牛万达广场甲级写字楼B座(成都金牛区成都金牛万达广场甲级写字楼B座3205)\n暂不考虑可以接受\n方便发一份你的简历过来吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n可以看看我的简历哈，合适的话可以聊聊~\n请求交换电话已发送\n对方已查看您的附件简历\n贷款行业有了解吗 我们主要是电销哦	方便发一份你的简历过来吗？\n我想要一份您的附件简历，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n贷款行业有了解吗 我们主要是电销哦\n	
银行贷款顾问	杨志	成都	成都惠利袋商务信...	https://www.zhipin.com/job_detail/4e50bfd972e2487f1Hx_3ti5GFBZ.html?lid=aLEUXdxaglt.search.1541&securityId=BUZtBwKHYe7R3-F15X0jN51-o6BDNxm00RWhh8h_Eq_v3IRGVBsoa4XxP6bupHz5lcGQ908v6pEF53J3440jCas2qPqAVxVoY_d0_-4HupGm0j74vUJMYkYE-hCzNp5txFtfXUKvPildl8E~	1.0	1.0	你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n杨志撤回了一条消息\n可以的\n11:38\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n13881764470\n杨志的手机号\n13881764470\n复制手机号\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n你下午有空面试吗	可以的\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n你下午有空面试吗\n	13881764470.0
银行室内贷款审核专员/五险一金/6000起步	付先生	成都	维度信息技术	https://www.zhipin.com/job_detail/6fe1c112261011b41Hx509-5EVBX.html?lid=aLEUXdxaglt.search.1601&securityId=ZSNqJWlIGrsBL-c1IGJlhkEAOoQE41UvvWRmKQ7IkbPk5D726pQI6hZBLx931PxDC5hFGvNsdI6sLRfnjLZ83crc86HL-5Ju9RRMq5qmXaXbZeyDxGVg9qjeDbe4WSxrvXkdEC0_Aj5XhxU~	1.0	1.0			
电话客服/贷款顾问（双休）	丁女士	成都	成都顶呱呱投资集团	https://www.zhipin.com/job_detail/17b646dfe7d79aef1Hx529u_F1RZ.html?lid=aLEUXdxaglt.search.1711&securityId=5y7baBZvMFs8n-R1v_5poDymWJ4sVF-wJkcbUCV4CPQIA6RKFJbGb7PUxGWV3pPn1vlAvKwcrWY-dQBCL75iOT5XNRqk0GshIGZXREF-RJs7aGYvzuyndhvNynC1Ivyi4VrysNLZ-X8Q	1.0	1.0		感谢您关注顶呱呱上市公司（股权代码：200680）！我们主要是做企业一站式服务，企业各方面的服务都能提供，比如，法律，会计，知识产权，资质代办等服务。公司08年成立，现在已经成立了15年，目前在全国是有13家分公司，在职员工也有近6000人，公司每月投入近千万的广告费用开发资源，综合薪资8000+，欢迎您加入我们。\n我想要和您交换联系方式，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	
3万贷款销售金融产品经理	赵杰	成都	成都蜀融汇信息科技	https://www.zhipin.com/job_detail/8dc964a542eb14131Hx_29q8EFdR.html?lid=aLEmRmrqrvz.search.31&securityId=BGkRhGSUVjxiL-G1UjGFCDm4QuMjC3SMsr7QYU4FpI8ASFf5i_bX8zy57dmDFfbbVBRpNxD-mBraFrDHtURYiypR5Fa3bTk0FyIiZ0ZIrqHeL8TjC0U_PdFwGkzp-ENjG4HcjQY0Oht-YT0~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n12:39\n底薪6000\n两个月业绩达标10万转正\n转正后5万业绩薪资13000左右\n16:29\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n请求交换电话已发送\n对方已查看您的附件简历\n什么时候方便过来面试吗？\n19303808468\n赵杰的手机号\n19303808468\n复制手机号\n18:19\n什么时候方便过来面试吗？	底薪6000\n两个月业绩达标10万转正\n转正后5万业绩薪资13000左右\n什么时候方便过来面试吗？\n什么时候方便过来面试吗？\n	19303808468.0
互联网金融-网商银行贷款顾问	莫女士	成都	蚂蚁集团	https://www.zhipin.com/job_detail/c73bf6d21f91c2b31Hx82N25FFJV.html?lid=aLEmRmrqrvz.search.41&securityId=D7mgQ3v3QGkIT-M1HiwaczQuKQa_FzfoWBI0s-Xo5PbnfutiiOX5gRK5hcizRXCZtedH4Tj8c8o5-aaDuIL-aEti1uWtzlQGAQU3rXjkFblJzgqPAFtgU2oEA9c-tE-bkRWQ6MLW04xl-rj-v0B-H2ZjmXhMk_kIk7UOOlcwN5y3PyGosg~~	2.0	0.0			
信贷专员	杜女士	成都	星联互动	https://www.zhipin.com/job_detail/117b64c3147fa1321HN52NW4FlZV.html?lid=aLEmRmrqrvz.search.51&securityId=hUwsGcECCBo55-w1nB8AVeus6nT6HbXX88t-GJ8cNXaLvarSCYfFafwKkjnJmEtztiFWZXQktzJpI_yre3A5Oo2Sq3brcfwnDAPB8SReTX6lC6j38zTAYQpUQnfcuY8X1XFNIeRFahJxXw~~	1.0	1.0	Hello，您好啊，看到您的简历非常合适的～ 咱们公司规模100人➕、（周末固定双休➕无责底薪➕社保➕高额提成多奖金），前期综合薪资6-8k，团队平均薪资1w➕！有兴趣一下吗？\n昨天 09:43\n成都分公司成立三年以上，目前规模100人+➕ 现在还在不断扩大，进入公司有专业培训以及老人一对一带，公司是大型正规平台，团队实力雄厚，咱们有非常扎实的客户量基础，成交率非常高，新人开单周期短， 朝九晚六，周末双休 团队氛围非常好 ， 晋升空间大 。\n昨天 11:01\n我们专注于扶持中小微企业复工复产，与全川银行进行合作，做的税贷服务~，团队规模目前100人+\n早九晚六 周末固定双休 午休一个半小时 节假日正常带薪休息 前期薪资综合在6-8\n您是否接受此工作地点?\n东方希望天祥广场(成都武侯区东方希望天祥广场2206)\n暂不考虑可以接受\n昨天 11:43\n你好~\n哈喽\n咱们只专注于扶持中小微企业复工复产，与全川银行进行合作，做的税贷服务~，团队规模目前100人+，成都有非常扎实的客户量基础，开单周期短，成交率非常高，每三个月管理层晋升一次\n公司提供所有精准有效资源，通过公司提供的资源与企业客户进行沟通，了解客户需求，为客户提供融资咨询服务\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n好的\n对方已查看您的附件简历\n请求交换电话已发送\n我们主要是做贷税   模式是： 电销+面销   （线上邀约客户来公司办理贷款） 和您不是太匹配	Hello，您好啊，看到您的简历非常合适的～ 咱们公司规模100人➕、（周末固定双休➕无责底薪➕社保➕高额提成多奖金），前期综合薪资6-8k，团队平均薪资1w➕！有兴趣一下吗？\n成都分公司成立三年以上，目前规模100人+➕ 现在还在不断扩大，进入公司有专业培训以及老人一对一带，公司是大型正规平台，团队实力雄厚，咱们有非常扎实的客户量基础，成交率非常高，新人开单周期短， 朝九晚六，周末双休 团队氛围非常好 ， 晋升空间大 。\n我们专注于扶持中小微企业复工复产，与全川银行进行合作，做的税贷服务~，团队规模目前100人+\n早九晚六 周末固定双休 午休一个半小时 节假日正常带薪休息 前期薪资综合在6-8\n哈喽\n咱们只专注于扶持中小微企业复工复产，与全川银行进行合作，做的税贷服务~，团队规模目前100人+，成都有非常扎实的客户量基础，开单周期短，成交率非常高，每三个月管理层晋升一次\n公司提供所有精准有效资源，通过公司提供的资源与企业客户进行沟通，了解客户需求，为客户提供融资咨询服务\n好的\n我们主要是做贷税   模式是： 电销+面销   （线上邀约客户来公司办理贷款） 和您不是太匹配\n	
信贷权证专员	王丽君	成都	融代之家	https://www.zhipin.com/job_detail/c74a865d1f104d8f1Hx-2tq8F1tS.html?lid=aLEmRmrqrvz.search.151&securityId=qjKk-fsLOxXOP-k1QjeJZwWBkL65pbbqNOQSn4H1AqsMGA96cFMgUhPmSdRu52XSaNnAyMHuo4alqNEFSSHF02F-F8Vl8lGvrYDv0F19AflPWqrMXLg66-XUdFqUI8nKJ3Yo1bE_oktgeQ~~	1.0	1.0	Hello，你好啊，看到你的简历，觉得蛮合适的~要聊一下吗~\n昨天 21:05\n我们主要的工作：协助银行收集资料为个人以及企业提供银行资金需求 工作时间：朝九晚六周末双休节假日正常放假综合收入8000~15000 试用期4000无责底薪+15%个人提成 转正后含绩效5000底薪+18.4%～40%提成+额外年终奖+六险一金 综合收入税后8-15k 你看看能不能接受喔\n11:45\n你好~\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n李女士之前是有同行业经验的哇~\n请求交换电话已发送\n13:37\n13547869472\n王丽君的手机号\n13547869472\n复制手机号\n对方已查看您的附件简历\n那个时候午休去了李女士 现在方便吗	Hello，你好啊，看到你的简历，觉得蛮合适的~要聊一下吗~\n我们主要的工作：协助银行收集资料为个人以及企业提供银行资金需求 工作时间：朝九晚六周末双休节假日正常放假综合收入8000~15000 试用期4000无责底薪+15%个人提成 转正后含绩效5000底薪+18.4%～40%提成+额外年终奖+六险一金 综合收入税后8-15k 你看看能不能接受喔\n李女士之前是有同行业经验的哇~\n那个时候午休去了李女士 现在方便吗\n	13547869472.0
无责5000信贷经理	张先生	成都	成都天绎融信息科技	https://www.zhipin.com/job_detail/7998d145e38a17f81HJ70ty5GVBR.html?lid=aLEmRmrqrvz.search.161&securityId=Lk1C2U3l4K5kb-C1FOMetqS_03aWP9oYxa3AQu7KVSCXfQSllOrKMkUmw-5BmYZLHvWiRXGDZ9QJjqBr8y23A6jI4vZwMAFotPjrrDgXBk7k2hHQ08H7Tai6ADJm_yrdxQhlpCOx7PKyyw~~	1.0	0.0			
金融贷款客户经理（近地铁口+双休）	黄婉燕	成都	中临星达	https://www.zhipin.com/job_detail/610e683c2dcd68e61HJy3N29FFNV.html?lid=aLEmRmrqrvz.search.191&securityId=bWxAbuj6g3aDE-G1pCuRfMGACbjKEq3iK22P28BHaY6NomIBAEm4z0_v_B6GTpWLQgChgk3tO9_AjbNtmVEhmYxVKDEwc-IVTMGbg9kyritoXOTPHSb4Hr3JX7F1X9igT91l_RE3QanoQqw~	1.0	1.0		你好呀\n小姐姐，对于岗位哪里不清楚呢\n我想要和您交换联系方式，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n	
底薪4000 金融贷款邀约专员，不加班，双休	李春红	成都	鑫弘盛	https://www.zhipin.com/job_detail/7e3f48073cdcc0941Hx529m8GVNS.html?lid=aLEmRmrqrvz.search.201&securityId=1vshLG6o9h2A9-w1eC46wxVhpbeRE1ax_stiFWpkfvrJUME8UXDFOCs4qfvFV0NiRLFpeoliLOqE4YXKfWnkymU0Wdhm63q0FDuBxkSNL35u5M9uxv539WVTwD_Wns3V8XfAtDhE0k7Bkw~~	1.0	1.0	您好，可以聊聊吗？您这个职位我很有兴趣，希望进一步了解\n你与该职位竞争者PK情况\n共人投递，你超过竞争者\n优秀竞争者会，建议你\n查看详细分析\n11:54\n你好，方便发一下简历吗\n16:32\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n请求交换电话已发送\n老板您好，我很想跟您聊聊底薪4000 金融贷款邀约专员，不加班，双休职位的详细情况，已将我的电话发送给您了，方便的话可以随时电话联系我，盼回复～\n13915488442\n李春红的手机号\n13915488442\n复制手机号\n您已与李春红交换电话\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历	你好，方便发一下简历吗\n	13915488442.0
金融贷款销售专员周末双休	杨女士	成都	四川贝壳鑫服商务咨询	https://www.zhipin.com/job_detail/1ad461c940963c0a1HJ83tq7GFFQ.html?lid=aLEmRmrqrvz.search.211&securityId=IdHBNwm4gS95k-H1aB_AaXLH6dk-Q_1i3Z1AVaqNjx-icAqLC-b--X7CvWqwVDKquus9_8NMC3mKty-VbZztHpKqdOFBAl1PJ31bC1chhEUiKhticjTZP6oqxa9Av-Fh2HuoqsF_7m9NjrFSOeKRSRws2CmJgb7nvYXN5LB0fpWTitR12w~~	2.0	0.0			
金融信贷专员	熊先生	成都	企税融创	https://www.zhipin.com/job_detail/6cb523b396b393c21HB-3dS1FldV.html?lid=aLEmRmrqrvz.search.221&securityId=Dzmdm6KZg3fT--i1ZRRagfC6RwvkHRMmxz3asfr4CfuEU6VNqZ5iLAKvRW9kymm6T71wxzW5PU7avtq3d4o1FipeRDNztkBO98984myhanKsB8eAZTnxJimxjc8XhZlcamV-YWjlHUXGKw~~	2.0	0.0			
贷款渠道专员	康世华	成都	易贷网金融	https://www.zhipin.com/job_detail/629c4b4187cd802a1HV93du7FVVX.html?lid=aLEmRmrqrvz.search.231&securityId=TTJcVs778DVNZ-71kJIQ2QYOcIBZcf5u6BHBja5jYzrcO7_YNou5M7am7SZpMCHoxeTsfiYEAx32UPAu_duwBsg_FesMSjJKKUkqOiyHiVmpZP6nL1D9-dD5djbPTU_b2EG1gifbKqE~	1.0	0.0			
银行贷款顾问	王先生	成都	成都漫海沙电子商务	https://www.zhipin.com/job_detail/a9ccb02f27ac5fde1HB_3Ni8FVVT.html?lid=aLEmRmrqrvz.search.251&securityId=GfIQJWFZAEOeJ-11n-R4f3NQ77ZlJwBa07D8j6z-8KAcHiqRmqA88_diSU1SeyOs6mqdCs7y1SlOOvWozHmCILPBRz1dn4EHdcIKtWcL7Ahlw-JLYiFMvPY3GX_45en9KzoDPMv44LQ4Mw~~	1.0	1.0	您好 看了您的简历非常符合公司的需求，主要是帮客户提供合适的方案。朝九晚六，周末双休，综合薪资8000+，有兴趣的话可以聊聊！\n仔细阅读了你的简历后很感兴趣，发现你是非常优秀的人才，我们是一家互联网金融行业的公司，零食下午茶、绩效奖金、保底工资，请问你感兴趣吗？\n昨天 11:51\n你好~\n我们是和银行合作从事的金融业务，主要是帮客户匹配合适的银行渠道\n主要负责审核客户资质及邀约您看可以接受吗\n附件简历请求已发送\n李舸.pdf\n点击预览附件简历\n可以看看我的简历哈，合适的话电话沟通\n对方已同意，您的附件简历已发送给对方\n对方已查看您的附件简历\n您是否接受此工作地点?\n成都双流区美凯龙大厦1706\n暂不考虑可以接受\n你看距离合适吗\n请求交换电话已发送\n你加我微信吧\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n下午3点 微信电话沟通	您好 看了您的简历非常符合公司的需求，主要是帮客户提供合适的方案。朝九晚六，周末双休，综合薪资8000+，有兴趣的话可以聊聊！\n仔细阅读了你的简历后很感兴趣，发现你是非常优秀的人才，我们是一家互联网金融行业的公司，零食下午茶、绩效奖金、保底工资，请问你感兴趣吗？\n我们是和银行合作从事的金融业务，主要是帮客户匹配合适的银行渠道\n主要负责审核客户资质及邀约您看可以接受吗\n你看距离合适吗\n你加我微信吧\n我想要和您交换微信，您是否同意\n拒绝同意\n确定向 Boss 发送简历吗？\nBoss确认后，该附件简历将直接发送至对方邮箱\n取消确定\n下午3点 微信电话沟通\n	
